number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_conf_easy,params_conf_hard,params_nms_easy,params_nms_hard,params_raw_blur,params_raw_crowd,params_raw_edge,params_raw_night,params_raw_tiny,params_threshold_a,params_threshold_b,user_attrs_AssA,user_attrs_DetA,user_attrs_FN,user_attrs_FP,user_attrs_FPS,user_attrs_HOTA,user_attrs_IDF1,user_attrs_IDS,user_attrs_MOTA,user_attrs_empirical_params,user_attrs_feasible,user_attrs_mean_conf,user_attrs_mean_imgsz,user_attrs_mean_nms_iou,state
31,0.11524240849357785,114.0,57.15242046579464,2026-09-11 13:39:22.520232,2026-09-11 13:41:50.324278,0 days 00:02:27.804046,0.45,0.35,0.35,0.35,0.6273795106582213,0.8697390860371422,0.2745171391685709,0.08615882609429446,0.3309855570778869,0.9610549752605826,0.8397660552357219,0.45797959998515125,0.11100414008384406,58023.0,1447.0,57.15242046579464,0.22432660317993655,0.20841334459891953,114.0,0.11524240849357785,"{'weight_crowd': 0.3973624753226257, 'weight_tiny': 0.1512191901777894, 'weight_edge': 0.1254201538021377, 'weight_night': 0.03936385630742875, 'weight_blur': 0.2866343243900185, 'conf_easy': 0.45, 'conf_hard': 0.35, 'nms_easy': 0.35, 'nms_hard': 0.35, 'threshold_mid': 0.8397660552357219, 'threshold_high': 0.9610549752605826}",True,0.41731333748849103,512.0,0.35000000000000003,COMPLETE
32,0.13591209443908234,133.0,51.66681188796723,2026-09-11 13:41:50.522188,2026-09-11 13:44:25.562369,0 days 00:02:35.040181,0.3,0.35,0.35,0.3,0.8061757293780925,0.7563487678042582,0.026601978834092876,0.2773910994202243,0.2481484757154753,0.7702992882411265,0.9881516957119056,0.4591321866794518,0.13703061463523164,55583.0,2476.0,51.66681188796723,0.24923494268357937,0.24620325312871555,133.0,0.13591209443908234,"{'weight_crowd': 0.35766818471983947, 'weight_tiny': 0.11734641296212016, 'weight_edge': 0.01257975405601239, 'weight_night': 0.13117489604048452, 'weight_blur': 0.38123075222154346, 'conf_easy': 0.3, 'conf_hard': 0.35, 'nms_easy': 0.35, 'nms_hard': 0.3, 'threshold_mid': 0.7702992882411265, 'threshold_high': 0.9881516957119056}",True,0.3187699447999939,512.0,0.3312300552000061,COMPLETE
33,,,,2026-09-11 13:44:25.758084,,,0.45,0.4,0.7,0.35,0.1476621202275165,0.8381873390266017,0.42050714919536497,0.18928865338389772,0.4914965528667272,0.6437441884584315,0.8608813808232787,,,,,,,,,,,,,,,RUNNING
34,0.10913950553121984,111.0,56.26968173252503,2026-09-11 13:48:42.680833,2026-09-11 13:51:15.794978,0 days 00:02:33.114145,0.45,0.4,0.7,0.35,0.1438945735377293,0.3113453348145481,0.42997719850486626,0.1731443841478927,0.5031248849295555,0.9982279347453414,0.8589265637486657,0.4523048651779398,0.1048374053592642,58631.0,1253.0,56.26968173252503,0.21670956042523315,0.19681291390728478,111.0,0.10913950553121984,"{'weight_crowd': 0.19939036267812424, 'weight_tiny': 0.32220894955194324, 'weight_edge': 0.2753640410391114, 'weight_night': 0.11088433867651334, 'weight_blur': 0.09215230805430788, 'conf_easy': 0.45, 'conf_hard': 0.4, 'nms_easy': 0.7, 'nms_hard': 0.35, 'threshold_mid': 0.8589265637486657, 'threshold_high': 0.9982279347453414}",True,0.4353642836444175,512.0,0.5975499855109222,COMPLETE
35,0.13500631078773478,150.0,50.78639215859262,2026-09-11 13:51:16.028548,2026-09-11 13:53:49.816339,0 days 00:02:33.787791,0.35,0.25,0.35,0.65,0.07302686703403435,0.8412825911387545,0.32061176521279533,0.06782026776262096,0.6359454479361761,0.6375096533353836,0.9326592728944615,0.4507565308729352,0.13713488062933524,55504.0,2599.0,50.78639215859262,0.24706560080996248,0.24334535672800636,150.0,0.13500631078773478,"{'weight_crowd': 0.43394452924724514, 'weight_tiny': 0.3280289535743845, 'weight_edge': 0.16537572866933145, 'weight_night': 0.034982578360305897, 'weight_blur': 0.03766821014873297, 'conf_easy': 0.35, 'conf_hard': 0.25, 'nms_easy': 0.35, 'nms_hard': 0.65, 'threshold_mid': 0.6375096533353836, 'threshold_high': 0.9326592728944615}",True,0.32364898540183135,512.0,0.4290530437945059,COMPLETE
36,0.22662409978469078,291.0,35.12063939020484,2026-09-11 13:53:50.044803,2026-09-11 13:56:47.313486,0 days 00:02:57.268683,0.35,0.3,0.5,0.55,0.18479139633622932,0.6090738634337447,0.1133376372667258,0.8877795425395276,0.8718207898963259,0.06454314422932828,0.10165793206719542,0.5383773922996266,0.2528721612103844,43534.0,8258.0,35.12063939020484,0.3643502211070958,0.41273864848009334,291.0,0.22662409978469078,"{'weight_crowd': 0.22839100264409415, 'weight_tiny': 0.326916054495988, 'weight_edge': 0.04249943753410783, 'weight_night': 0.3329002802786896, 'weight_blur': 0.06929322504712049, 'conf_easy': 0.35, 'conf_hard': 0.3, 'nms_easy': 0.5, 'nms_hard': 0.55, 'threshold_mid': 0.06454314422932828, 'threshold_high': 0.10165793206719542}",False,0.33208173983338035,958.7631763879128,0.5179182601666197,COMPLETE
37,0.18473531813794639,214.0,44.34467777109242,2026-09-11 13:56:47.527579,2026-09-11 13:59:26.045677,0 days 00:02:38.518098,0.45,0.45,0.4,0.4,0.9653379460654552,0.24155493298033964,0.5535381444593666,0.7298348295317013,0.7417185705184188,0.4253080865288993,0.7722202106037092,0.4639839290691172,0.18516192856748948,50983.0,3707.0,44.34467777109242,0.29101444713864183,0.3103850641773629,214.0,0.18473531813794639,"{'weight_crowd': 0.07473889144385845, 'weight_tiny': 0.2294932379972629, 'weight_edge': 0.1712688156616973, 'weight_night': 0.22581632021879014, 'weight_blur': 0.2986827346783912, 'conf_easy': 0.45, 'conf_hard': 0.45, 'nms_easy': 0.4, 'nms_hard': 0.4, 'threshold_mid': 0.4253080865288993, 'threshold_high': 0.7722202106037092}",True,0.4500000000000001,704.3598032326072,0.39999999999999986,COMPLETE
38,0.21655653723364762,342.0,34.4872985601134,2026-09-11 13:59:26.255020,2026-09-11 14:02:33.765787,0 days 00:03:07.510767,0.3,0.25,0.65,0.5,0.6723458489108196,0.40914399346557867,0.9949242063124084,0.2360205712476507,0.4529146070667494,0.3023133259759604,0.3198725735968875,0.5418434990230857,0.26031505992537857,42135.0,10284.0,34.4872985601134,0.3703999367129,0.422291154134132,342.0,0.21655653723364762,"{'weight_crowd': 0.14795382422963108, 'weight_tiny': 0.16378206508028295, 'weight_edge': 0.35978248121326867, 'weight_night': 0.08534928208811617, 'weight_blur': 0.24313234738870104, 'conf_easy': 0.3, 'conf_hard': 0.25, 'nms_easy': 0.65, 'nms_hard': 0.5, 'threshold_mid': 0.3023133259759604, 'threshold_high': 0.3198725735968875}",False,0.2779799599371451,928.2023893183415,0.5839398798114354,COMPLETE
39,0.1526171207959017,155.0,48.4335915648521,2026-09-11 14:02:34.052081,2026-09-11 14:05:10.370238,0 days 00:02:36.318157,0.35,0.3,0.55,0.6,0.7724420771224505,0.17845416588123986,0.6732717907646601,0.1548039404974858,0.07225674108079932,0.6089582803996045,0.6438213784070332,0.46142155961832065,0.1568958533004817,53649.0,3263.0,48.4335915648521,0.2674391139120023,0.27652305940406147,155.0,0.1526171207959017,"{'weight_crowd': 0.09639768679140491, 'weight_tiny': 0.03903177413022654, 'weight_edge': 0.36368914612400693, 'weight_night': 0.08362226623548207, 'weight_blur': 0.4172591267188796, 'conf_easy': 0.35, 'conf_hard': 0.3, 'nms_easy': 0.55, 'nms_hard': 0.6, 'threshold_mid': 0.6089582803996045, 'threshold_high': 0.6438213784070332}",True,0.32654009142815965,558.2122276879832,0.5734599085718404,COMPLETE
40,0.13727819437226224,141.0,51.536732952780476,2026-09-11 14:05:10.592098,2026-09-11 14:07:45.296862,0 days 00:02:34.704764,0.25,0.4,0.35,0.65,0.573689467505592,0.9493049473360823,0.7635917183544559,0.3088279693555735,0.3751853712990347,0.9026571487153403,0.883249627020208,0.45290656863306,0.13899037090828625,55396.0,2563.0,51.536732952780476,0.24931525593959067,0.24503707685353726,141.0,0.13727819437226224,"{'weight_crowd': 0.3195667930639987, 'weight_tiny': 0.1262995481557425, 'weight_edge': 0.25704970497575186, 'weight_night': 0.10396149735906503, 'weight_blur': 0.19312245644544196, 'conf_easy': 0.25, 'conf_hard': 0.4, 'nms_easy': 0.35, 'nms_hard': 0.65, 'threshold_mid': 0.883249627020208, 'threshold_high': 0.9026571487153403}",True,0.307873879612075,512.0,0.46574775922414996,COMPLETE
41,0.16163041057242558,142.0,46.544462204132266,2026-09-11 14:07:45.507750,2026-09-11 14:10:27.439847,0 days 00:02:41.932097,0.35,0.4,0.3,0.45,0.0538916456989477,0.057570464473293004,0.9402643629173945,0.21331784044351512,0.22263504682042218,0.5138811575365111,0.8020100119070004,0.46889022640158784,0.1683060594839488,52439.0,3879.0,46.544462204132266,0.2792958856873143,0.3035179380006966,142.0,0.16163041057242558,"{'weight_crowd': 0.03869816709671256, 'weight_tiny': 0.14965257484483024, 'weight_edge': 0.632034286402901, 'weight_night': 0.14338966186424504, 'weight_blur': 0.0362253097913111, 'conf_easy': 0.35, 'conf_hard': 0.4, 'nms_easy': 0.3, 'nms_hard': 0.45, 'threshold_mid': 0.5138811575365111, 'threshold_high': 0.8020100119070004}",True,0.3717614071707291,635.221363316936,0.3652842215121874,COMPLETE
42,0.19328829163263792,200.0,41.169890669148714,2026-09-11 14:10:27.641411,2026-09-11 14:13:17.991023,0 days 00:02:50.349612,0.25,0.35,0.5,0.55,0.03630110717842938,0.7581504744694209,0.40800137764793926,0.462296896880037,0.2843601868522235,0.7298058351705489,0.4463987628201711,0.47358010767564873,0.21683172485512772,47051.0,7077.0,41.169890669148714,0.31761777087911924,0.3607627011275814,200.0,0.19328829163263792,"{'weight_crowd': 0.38897263763086065, 'weight_tiny': 0.14589232037943545, 'weight_edge': 0.20932701009230173, 'weight_night': 0.23718357951808267, 'weight_blur': 0.018624452379319544, 'conf_easy': 0.25, 'conf_hard': 0.35, 'nms_easy': 0.5, 'nms_hard': 0.55, 'threshold_mid': 0.4463987628201711, 'threshold_high': 0.7298058351705489}",True,0.29132576679431477,670.279690794097,0.5206628833971575,COMPLETE
43,0.21545771772217684,234.0,39.81445505155317,2026-09-11 14:13:18.192324,2026-09-11 14:16:13.958441,0 days 00:02:55.766117,0.45,0.4,0.55,0.55,0.8917728472008135,0.000650244320701765,0.5970446750394399,0.6333561215103034,0.16334104086999313,0.3127408842182676,0.9696048638251105,0.4910210570928276,0.21765049514996415,47795.0,4806.0,39.81445505155317,0.32413266126495704,0.35624475196562744,234.0,0.21545771772217684,"{'weight_crowd': 0.0002844258139341243, 'weight_tiny': 0.07144761902442365, 'weight_edge': 0.2611555568372479, 'weight_night': 0.2770386832080473, 'weight_blur': 0.390073715116347, 'conf_easy': 0.45, 'conf_hard': 0.4, 'nms_easy': 0.55, 'nms_hard': 0.55, 'threshold_mid': 0.3127408842182676, 'threshold_high': 0.9696048638251105}",True,0.4266311749552399,877.1328179901616,0.5499999999999999,COMPLETE
44,0.13261563590467,141.0,52.46193315580054,2026-09-11 14:16:14.193542,2026-09-11 14:18:48.568715,0 days 00:02:34.375173,0.35,0.3,0.35,0.35,0.1288980895248751,0.896945919678276,0.8101662330921817,0.5587392824145113,0.989461255532115,0.772774605551797,0.9992934770837725,0.44936615793329904,0.13349949234887853,55891.0,2382.0,52.46193315580054,0.24342247713122342,0.23727226814156022,141.0,0.13261563590467,"{'weight_crowd': 0.26503843227346124, 'weight_tiny': 0.2923757767420657, 'weight_edge': 0.23939591405540578, 'weight_night': 0.16510179734566163, 'weight_blur': 0.03808807958340566, 'conf_easy': 0.35, 'conf_hard': 0.3, 'nms_easy': 0.35, 'nms_hard': 0.35, 'threshold_mid': 0.772774605551797, 'threshold_high': 0.9992934770837725}",True,0.3345054679839696,512.0,0.35000000000000003,COMPLETE
45,0.2289108322815354,260.0,36.493044938961454,2026-09-11 14:18:48.773338,2026-09-11 14:21:46.095592,0 days 00:02:57.322254,0.35,0.4,0.45,0.55,0.25970477458137914,0.5917123448499332,0.1672930812103004,0.1568411770746942,0.626600301919256,0.07019130437126447,0.08681605413780463,0.5371343386492974,0.2429789171789242,44965.0,6704.0,36.493044938961454,0.35701459310192346,0.4014352528803576,260.0,0.2289108322815354,"{'weight_crowd': 0.3283365942702399, 'weight_tiny': 0.34769565125948176, 'weight_edge': 0.0928296342093308, 'weight_night': 0.08702995360879455, 'weight_blur': 0.144108166652153, 'conf_easy': 0.35, 'conf_hard': 0.4, 'nms_easy': 0.45, 'nms_hard': 0.55, 'threshold_mid': 0.07019130437126447, 'threshold_high': 0.08681605413780463}",True,0.3668681722173334,960.0,0.48373634443466695,COMPLETE
46,0.13383324671467814,140.0,50.93093442599684,2026-09-11 14:21:46.294887,2026-09-11 14:24:25.236137,0 days 00:02:38.941250,0.4,0.25,0.6,0.3,0.15598293067695923,0.672502554176609,0.34403931986761044,0.9791820412216945,0.06437543889318181,0.9432523112026818,0.9026317043773778,0.4516256635637377,0.13580227690411742,55628.0,2564.0,50.93093442599684,0.2460705325051423,0.2416386935535246,140.0,0.13383324671467814,"{'weight_crowd': 0.3034646135562428, 'weight_tiny': 0.029049209649696872, 'weight_edge': 0.15524663602148797, 'weight_night': 0.44185274523510487, 'weight_blur': 0.07038679553746752, 'conf_easy': 0.4, 'conf_hard': 0.25, 'nms_easy': 0.6, 'nms_hard': 0.3, 'threshold_mid': 0.9026317043773778, 'threshold_high': 0.9432523112026818}",True,0.3354096077191225,512.0,0.47081921543824484,COMPLETE
47,0.17402925235726482,173.0,43.79151424453604,2026-09-11 14:24:25.437301,2026-09-11 14:27:11.810523,0 days 00:02:46.373222,0.25,0.4,0.7,0.55,0.017243441991545528,0.35579259455811557,0.8710593780779416,0.3875171977443398,0.007703785408610553,0.5322728275789339,0.5630078661602742,0.48192256917855747,0.18766968794688357,50417.0,5035.0,43.79151424453604,0.29905257646368666,0.32879473283468447,173.0,0.17402925235726482,"{'weight_crowd': 0.21703717173805986, 'weight_tiny': 0.004699388976429807, 'weight_edge': 0.5313552522607938, 'weight_night': 0.2363895086201747, 'weight_blur': 0.01051867840454178, 'conf_easy': 0.25, 'conf_hard': 0.4, 'nms_easy': 0.7, 'nms_hard': 0.55, 'threshold_mid': 0.5322728275789339, 'threshold_high': 0.5630078661602742}",True,0.3233026315867137,655.0442726633872,0.6266973684132864,COMPLETE
48,0.2008166901774445,285.0,38.59356463656908,2026-09-11 14:27:12.013254,2026-09-11 14:30:05.044863,0 days 00:02:53.031609,0.35,0.3,0.5,0.7,0.36952161933392175,0.3114891045666772,0.7729265691488727,0.6835343793312624,0.5697841389840035,0.6967169853520971,0.3910873009652551,0.4664175578695793,0.22564964324761513,46125.0,7411.0,38.59356463656908,0.3215779663037151,0.36454947070100857,285.0,0.2008166901774445,"{'weight_crowd': 0.11505713765913182, 'weight_tiny': 0.21046557055750606, 'weight_edge': 0.28550185981842535, 'weight_night': 0.2524823758663169, 'weight_blur': 0.13649305609861986, 'conf_easy': 0.35, 'conf_hard': 0.3, 'nms_easy': 0.5, 'nms_hard': 0.7, 'threshold_mid': 0.3910873009652551, 'threshold_high': 0.6967169853520971}",False,0.32982367917796396,739.8791286015461,0.5807052832881442,COMPLETE
49,0.1454747939713416,127.0,48.21027314300201,2026-09-11 14:30:05.257599,2026-09-11 14:32:46.268581,0 days 00:02:41.010982,0.45,0.45,0.35,0.6,0.10936900035649155,0.4768277886835907,0.9204696885836052,0.05585032649339905,0.6807429559091099,0.3637928400482709,0.9350369834939528,0.457901852370283,0.1465962713828706,54601.0,2820.0,48.21027314300201,0.25769653932464676,0.26872836483373336,127.0,0.1454747939713416,"{'weight_crowd': 0.2125602202564461, 'weight_tiny': 0.3034614929753656, 'weight_edge': 0.41032683997900277, 'weight_night': 0.024896950183222133, 'weight_blur': 0.04875449660596344, 'conf_easy': 0.45, 'conf_hard': 0.45, 'nms_easy': 0.35, 'nms_hard': 0.6, 'threshold_mid': 0.3637928400482709, 'threshold_high': 0.9350369834939528}",True,0.4500000000000001,639.6064652143359,0.43063447608671995,COMPLETE
50,0.22705471824188878,289.0,36.376987395181885,2026-09-11 14:32:46.481154,2026-09-11 14:35:43.403948,0 days 00:02:56.922794,0.35,0.35,0.55,0.4,0.2355930948016837,0.16105802325502072,0.6116788532028365,0.47990357719776106,0.4050921094227974,0.17187361721112304,0.8220619171166044,0.5087114807708452,0.2421180095339318,44842.0,6923.0,36.376987395181885,0.34732362946138085,0.3903028799950398,289.0,0.22705471824188878,"{'weight_crowd': 0.08506620220599166, 'weight_tiny': 0.2139579674192801, 'weight_edge': 0.32307112654233777, 'weight_night': 0.25347122678044454, 'weight_blur': 0.12443347705194588, 'conf_easy': 0.35, 'conf_hard': 0.35, 'nms_easy': 0.55, 'nms_hard': 0.4, 'threshold_mid': 0.17187361721112304, 'threshold_high': 0.8220619171166044}",False,0.35000000000000003,928.0,0.4891453411539884,COMPLETE
