frame,sci,sci_updated,tier,confidence,nms,input_h,input_w,tracked_boxes,crowd,tiny,edge_norm,night,blur,sci_raw,laplacian_variance,frame_wall_ms,sequence
111,0.5000383488220882,1,baseline,0.09,0.7,896,1600,9,0.3333333333333333,0.1,1.0,0.0,0.0,0.4990524039989905,2060.7272045812697,371.3873069991678,uav0000268_05773_v
121,0.4994450487145587,1,baseline,0.09,0.7,896,1600,10,0.3,0.1111111111111111,1.0,0.0,0.0,0.4971998411668453,2034.5553991367333,293.88591600036307,uav0000268_05773_v
131,0.5022842242797071,1,baseline,0.09,0.7,896,1600,9,0.3333333333333333,0.2,1.0,0.0,0.0,0.5212271708755905,2070.9253568672834,281.0607639994487,uav0000268_05773_v
141,0.5052107284383045,1,baseline,0.09,0.7,896,1600,9,0.3,0.2222222222222222,1.0,0.0,0.0,0.5218384710297341,2020.1672231509128,281.74119499999506,uav0000268_05773_v
151,0.5083785522778188,1,baseline,0.09,0.7,896,1600,11,0.3333333333333333,0.2,1.0,0.0,0.0,0.5212271708755905,2074.6433642100187,289.5317149996117,uav0000268_05773_v
161,0.5117236993570475,1,baseline,0.09,0.7,896,1600,11,0.4,0.1666666666666666,1.0,0.0,0.0,0.5224684335535917,2015.1540672539284,362.2372500003621,uav0000268_05773_v
171,0.5148915231965618,1,baseline,0.09,0.7,896,1600,10,0.3333333333333333,0.2,1.0,0.0,0.0,0.5212271708755905,2066.459492903285,288.85329500008083,uav0000268_05773_v
181,0.5181000113250316,1,baseline,0.09,0.7,896,1600,10,0.3666666666666666,0.1818181818181818,1.0,0.0,0.0,0.521511820898279,2024.9940540096327,283.428701000048,uav0000268_05773_v
191,0.521573151286665,1,baseline,0.09,0.7,896,1600,11,0.3666666666666666,0.1818181818181818,1.0,0.0,0.0,0.521511820898279,2067.830546070408,308.64146599924425,uav0000268_05773_v
201,0.5216138155756205,1,baseline,0.09,0.7,896,1600,12,0.3666666666666666,0.1818181818181818,1.0,0.0,0.0,0.521511820898279,2060.3563972711468,275.9441809994314,uav0000268_05773_v
211,0.5217038102218859,1,baseline,0.09,0.7,896,1600,11,0.4,0.1666666666666666,1.0,0.0,0.0,0.5224684335535917,2104.157204014455,351.2083440000424,uav0000268_05773_v
221,0.5218811334616004,1,baseline,0.09,0.7,896,1600,13,0.4,0.1666666666666666,1.0,0.0,0.0,0.5224684335535917,2063.989299041831,289.17239600014,uav0000268_05773_v
231,0.5218811334616003,1,baseline,0.09,0.7,896,1600,12,0.4,0.1666666666666666,1.0,0.0,0.0,0.5224684335535917,2089.399975603888,279.3857349997779,uav0000268_05773_v
241,0.5222689576996149,1,baseline,0.09,0.7,896,1600,13,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2034.4764506968224,278.04432199991425,uav0000268_05773_v
251,0.5226161176486739,1,baseline,0.09,0.7,896,1600,15,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2110.706823495069,289.1094279993922,uav0000268_05773_v
261,0.5238993790387404,1,baseline,0.09,0.7,896,1600,15,0.5333333333333333,0.125,1.0,0.0,0.0,0.5304946506287445,2091.561928127765,353.06186500019976,uav0000268_05773_v
271,0.525182640428807,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.125,1.0,0.0,0.0,0.5304946506287445,2135.3156920978327,278.93168900027376,uav0000268_05773_v
281,0.5263292428681146,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.125,1.0,0.0,0.0,0.5304946506287445,2050.449153455161,292.3961340002279,uav0000268_05773_v
291,0.5278595493437048,1,baseline,0.09,0.7,896,1600,17,0.5666666666666667,0.1176470588235294,1.0,0.0,0.0,0.5331805788827226,2084.3769221526823,275.0460569995994,uav0000268_05773_v
301,0.5265416222835194,1,baseline,0.09,0.7,896,1600,13,0.5,0.0666666666666666,1.0,0.0,0.0,0.5132429441322939,2055.231403112006,275.62738199958403,uav0000268_05773_v
311,0.5315882793367084,1,baseline,0.09,0.7,896,1600,14,0.5666666666666667,0.2352941176470588,1.0,0.0,0.0,0.5592685399140166,2097.178157674876,392.633645999922,uav0000268_05773_v
321,0.5300598512782229,1,baseline,0.09,0.7,896,1600,16,0.5,0.0666666666666666,1.0,0.0,0.0,0.5132429441322939,1955.5195955190616,309.9489780006479,uav0000268_05773_v
331,0.5271295382732163,1,baseline,0.09,0.7,896,1600,13,0.4666666666666667,0.0714285714285714,1.0,0.0,0.0,0.5099824595936979,2044.7509302152655,283.0175740000413,uav0000268_05773_v
341,0.5241992252682097,1,baseline,0.09,0.7,896,1600,14,0.4666666666666667,0.0714285714285714,1.0,0.0,0.0,0.5099824595936979,1930.4366295412133,308.34118599977955,uav0000268_05773_v
351,0.5217346957687168,1,baseline,0.09,0.7,896,1600,15,0.5,0.0666666666666666,1.0,0.0,0.0,0.5132429441322939,2007.5784315581068,293.52996399939,uav0000268_05773_v
361,0.522946141355305,1,baseline,0.09,0.7,896,1600,14,0.4666666666666667,0.2142857142857142,1.0,0.0,0.0,0.5416606979888406,1940.4828324043672,367.46247299925017,uav0000268_05773_v
371,0.52474308916373,1,baseline,0.09,0.7,896,1600,14,0.4666666666666667,0.1428571428571428,1.0,0.0,0.0,0.5258215787912693,2061.4913822014087,290.4144099993573,uav0000268_05773_v
381,0.5199649518604804,1,baseline,0.09,0.7,896,1600,14,0.4666666666666667,0.1428571428571428,1.0,0.0,0.0,0.5258215787912693,2006.647542406777,286.3846469999771,uav0000268_05773_v
391,0.5214933799189658,1,baseline,0.09,0.7,896,1600,15,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2024.6122105598988,289.34841999944183,uav0000268_05773_v
401,0.5237561112329047,1,baseline,0.09,0.7,896,1600,14,0.4666666666666667,0.1428571428571428,1.0,0.0,0.0,0.5258215787912693,1988.532359850689,293.0812610002249,uav0000268_05773_v
411,0.5255398217986037,1,baseline,0.09,0.7,896,1600,11,0.4,0.1666666666666666,1.0,0.0,0.0,0.5224684335535917,2059.842816701999,354.2800230006833,uav0000268_05773_v
421,0.5270682498570892,1,baseline,0.09,0.7,896,1600,12,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2014.6891736111077,290.9717829998044,uav0000268_05773_v
431,0.5245369987932109,1,baseline,0.09,0.7,896,1600,13,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2049.4537569537883,292.62898599972686,uav0000268_05773_v
441,0.5242684790432713,1,baseline,0.09,0.7,896,1600,12,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2003.0357247413103,277.7690339999026,uav0000268_05773_v
451,0.5239999592933319,1,baseline,0.09,0.7,896,1600,13,0.4333333333333333,0.1538461538461538,1.0,0.0,0.0,0.5239419405416924,2053.7826786004625,283.2243250004467,uav0000268_05773_v
461,0.528793941671149,1,baseline,0.09,0.7,896,1600,15,0.4666666666666667,0.2857142857142857,1.0,0.0,0.0,0.5574998171864121,2028.1866911542736,366.7284639996069,uav0000268_05773_v
471,0.5354011930613061,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.3125,1.0,0.0,0.0,0.5720723385223694,2066.483079368008,276.82497699970554,uav0000268_05773_v
481,0.5443852026886946,1,baseline,0.09,0.7,896,1600,16,0.5666666666666667,0.3529411764705882,1.0,0.0,0.0,0.5853565009453107,2026.6692405603271,301.70573800023703,uav0000268_05773_v
491,0.5512609738287912,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.3125,1.0,0.0,0.0,0.5720723385223694,2056.9345584372822,292.29581500021595,uav0000268_05773_v
501,0.5581367449688879,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.3125,1.0,0.0,0.0,0.5720723385223694,2033.842653426107,284.4888500003435,uav0000268_05773_v
511,0.5686656460614996,1,baseline,0.09,0.7,896,1600,21,0.6,0.3888888888888889,1.0,0.0,0.0,0.5976442481899733,2074.5545622875075,381.4915289995042,uav0000268_05773_v
521,0.5839476159397906,1,baseline,0.09,0.7,896,1600,20,0.6666666666666666,0.5,1.0,0.0,0.0,0.6309157296897302,2026.7355275740256,309.4299080003111,uav0000268_05773_v
531,0.5944356034402647,1,baseline,0.09,0.7,896,1600,19,0.6666666666666666,0.5,1.0,0.0,0.0,0.6309157296897302,2059.7467796653373,281.1065170008078,uav0000268_05773_v
541,0.601391532066179,1,baseline,0.09,0.7,896,1600,20,0.6333333333333333,0.4736842105263157,1.0,0.0,0.0,0.6207638389037698,2039.025264754801,286.4652069993099,uav0000268_05773_v
551,0.6066667287958293,1,baseline,0.09,0.7,896,1600,21,0.6,0.5,1.0,0.0,0.0,0.6222828780528622,2059.9836466046363,291.13238799982355,uav0000268_05773_v
561,0.6136226574217435,1,baseline,0.09,0.7,896,1600,20,0.6333333333333333,0.4736842105263157,1.0,0.0,0.0,0.6207638389037698,2023.6227319305096,355.82720799993695,uav0000268_05773_v
571,0.6188742695631496,1,baseline,0.09,0.7,896,1600,20,0.7,0.3809523809523809,1.0,0.0,0.0,0.6088336235122118,2110.1035865420986,283.82107200013706,uav0000268_05773_v
581,0.6152211396106348,1,baseline,0.09,0.7,896,1600,19,0.5333333333333333,0.3125,1.0,0.0,0.0,0.5720723385223694,2078.1615756909578,300.1053910002156,uav0000268_05773_v
591,0.608970154472239,1,baseline,0.09,0.7,896,1600,18,0.5,0.4,1.0,0.0,0.0,0.5871588337209603,2076.655396170777,276.2474199998905,uav0000268_05773_v
601,0.606503625433134,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.5,1.0,0.0,0.0,0.6136500264159942,2034.0822294737864,294.1724949996569,uav0000268_05773_v
611,0.6084805331589249,1,baseline,0.09,0.7,896,1600,20,0.6,0.5555555555555556,1.0,0.0,0.0,0.6346021929843066,2080.3723258559958,383.3175460003986,uav0000268_05773_v
621,0.6069321880051738,1,baseline,0.09,0.7,896,1600,16,0.5666666666666667,0.4705882352941176,1.0,0.0,0.0,0.6114444619766046,2023.9190598879595,281.19328600041626,uav0000268_05773_v
631,0.6021314729790583,1,baseline,0.09,0.7,896,1600,14,0.5,0.4,1.0,0.0,0.0,0.5871588337209603,2109.3577237632885,283.73882200048683,uav0000268_05773_v
641,0.5988597507373485,1,baseline,0.09,0.7,896,1600,15,0.5333333333333333,0.375,1.0,0.0,0.0,0.5859315678202442,2043.024435983132,320.88799199937057,uav0000268_05773_v
651,0.5967779619750689,1,baseline,0.09,0.7,896,1600,15,0.4666666666666667,0.2857142857142857,1.0,0.0,0.0,0.5574998171864121,2094.5598071644013,276.7741229999956,uav0000268_05773_v
661,0.5925541968557165,1,baseline,0.09,0.7,896,1600,15,0.5,0.2666666666666666,1.0,0.0,0.0,0.5575924778854937,2028.918853903377,349.8747869998624,uav0000268_05773_v
671,0.5845459756370736,1,baseline,0.09,0.7,896,1600,16,0.5,0.2666666666666666,1.0,0.0,0.0,0.5575924778854937,2072.617109837066,293.353107999792,uav0000268_05773_v
681,0.5756131392853682,1,baseline,0.09,0.7,896,1600,15,0.5333333333333333,0.3125,1.0,0.0,0.0,0.5720723385223694,2007.139632944435,292.9228160001003,uav0000268_05773_v
691,0.5658081161412477,1,baseline,0.09,0.7,896,1600,16,0.5,0.2,1.0,0.0,0.0,0.5428092999677604,2075.4486688450065,301.1619069993685,uav0000268_05773_v
701,0.563687214242491,1,baseline,0.09,0.7,896,1600,18,0.5666666666666667,0.2941176470588235,1.0,0.0,0.0,0.5723125204296636,2065.6513477269477,297.23696499968355,uav0000268_05773_v
711,0.5597274344430981,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.25,1.0,0.0,0.0,0.5582131092244944,2072.343782736913,356.374642999981,uav0000268_05773_v
721,0.5597406716858241,1,baseline,0.09,0.7,896,1600,15,0.5,0.2666666666666666,1.0,0.0,0.0,0.5575924778854937,1998.8591891829703,288.84971600018616,uav0000268_05773_v
731,0.5597406716858241,1,baseline,0.09,0.7,896,1600,15,0.5,0.2666666666666666,1.0,0.0,0.0,0.5575924778854937,2007.2234654405795,290.28178899989143,uav0000268_05773_v
741,0.5618435349064197,1,baseline,0.09,0.7,896,1600,17,0.5666666666666667,0.2941176470588235,1.0,0.0,0.0,0.5723125204296636,1937.9885300001276,282.0145030000276,uav0000268_05773_v
751,0.5618868659465422,1,baseline,0.09,0.7,896,1600,16,0.5,0.3333333333333333,1.0,0.0,0.0,0.5723756558032269,1984.013149748927,298.7453559999267,uav0000268_05773_v
761,0.5617227799495538,1,baseline,0.09,0.7,896,1600,16,0.4666666666666667,0.2142857142857142,1.0,0.0,0.0,0.5416606979888406,1905.3365442538611,373.6445180002193,uav0000268_05773_v
771,0.557508034169282,1,baseline,0.09,0.7,896,1600,15,0.5,0.2,1.0,0.0,0.0,0.5428092999677604,1996.501069163841,281.9747869998537,uav0000268_05773_v
781,0.5553074899897485,1,baseline,0.09,0.7,896,1600,16,0.5,0.2,1.0,0.0,0.0,0.5428092999677604,1943.8942508358457,279.2165729997578,uav0000268_05773_v
791,0.5531956074300723,1,baseline,0.09,0.7,896,1600,16,0.5,0.2,1.0,0.0,0.0,0.5428092999677604,2029.2466403415424,289.3432829996528,uav0000268_05773_v
801,0.5489718423107199,1,baseline,0.09,0.7,896,1600,18,0.5,0.1333333333333333,1.0,0.0,0.0,0.5280261220500271,1954.995850989598,275.0721490001524,uav0000268_05773_v
811,0.5426452139707719,1,baseline,0.09,0.7,896,1600,16,0.5,0.1333333333333333,1.0,0.0,0.0,0.5280261220500271,2010.2053235314463,359.8409999995056,uav0000268_05773_v
821,0.5337319002265534,1,baseline,0.09,0.7,896,1600,13,0.4666666666666667,0.0714285714285714,1.0,0.0,0.0,0.5099824595936979,1947.6055455241556,295.38446700007626,uav0000268_05773_v
831,0.5283502949647798,1,baseline,0.09,0.7,896,1600,12,0.4,0.0833333333333333,1.0,0.0,0.0,0.5039894611564252,1995.2971115325763,283.25897499962593,uav0000268_05773_v
841,0.52242795810075,1,baseline,0.09,0.7,896,1600,13,0.3666666666666666,0.0909090909090909,1.0,0.0,0.0,0.5013529419195517,1962.8072777374089,281.3169459996061,uav0000268_05773_v
851,0.5177384094758839,1,baseline,0.09,0.7,896,1600,15,0.4666666666666667,0.0714285714285714,1.0,0.0,0.0,0.5099824595936979,2046.6279009673049,292.96849299953465,uav0000268_05773_v
861,0.5089362327577502,1,baseline,0.09,0.7,896,1600,12,0.3666666666666666,0.0,1.0,0.0,0.0,0.4811940629408245,1917.060998608968,362.2790259996691,uav0000268_05773_v
871,0.5053290998981741,1,baseline,0.09,0.7,896,1600,17,0.5333333333333333,0.0,1.0,0.0,0.0,0.5027761920329945,2031.8715812109697,297.8437199999462,uav0000268_05773_v
881,0.5027514338329843,1,baseline,0.09,0.7,896,1600,15,0.4666666666666667,0.0714285714285714,1.0,0.0,0.0,0.5099824595936979,2064.553903870349,288.5712549996242,uav0000268_05773_v
891,0.5042020250863241,1,baseline,0.09,0.7,896,1600,18,0.5666666666666667,0.0588235294117647,1.0,0.0,0.0,0.5201365983670756,2132.1206937968814,287.95509500014305,uav0000268_05773_v
901,0.5040287009258339,1,baseline,0.09,0.7,896,1600,19,0.5333333333333333,0.0,1.0,0.0,0.0,0.5027761920329945,2093.154349922836,288.8725160000831,uav0000268_05773_v
911,0.5036153901108351,1,baseline,0.09,0.7,896,1600,15,0.5,0.0,1.0,0.0,0.0,0.4984597662145605,2078.798267701888,376.30803100000776,uav0000268_05773_v
921,0.5019692910566727,1,baseline,0.09,0.7,896,1600,14,0.5,0.0,1.0,0.0,0.0,0.4984597662145605,2038.0137946734217,275.75532700029726,uav0000268_05773_v
931,0.5050524523555541,1,baseline,0.09,0.7,896,1600,16,0.5333333333333333,0.0,1.0,0.0,0.0,0.5027761920329945,2087.027407892504,279.3410969998149,uav0000268_05773_v
941,0.5044358200957778,1,baseline,0.09,0.7,896,1600,15,0.5,0.0,1.0,0.0,0.0,0.4984597662145605,1906.4243305314092,287.02612000051886,uav0000268_05773_v
951,0.5052562500807204,1,baseline,0.09,0.7,896,1600,19,0.6333333333333333,0.0,1.0,0.0,0.0,0.5157254694882966,2033.091844071368,290.85315100019216,uav0000268_05773_v
961,0.5052427210720997,1,baseline,0.09,0.7,896,1600,18,0.6666666666666666,0.0,1.0,0.0,0.0,0.5200418953067305,1954.8841533719612,366.5585329999885,uav0000268_05773_v
971,0.5040094565525471,1,baseline,0.09,0.7,896,1600,14,0.4666666666666667,0.0,1.0,0.0,0.0,0.4941433403961265,2022.145440536989,305.4425980008091,uav0000268_05773_v
11,0.5126743603662272,1,baseline,0.09,0.7,896,1600,39,1.0,0.1282051282051282,1.0,0.0,0.0,0.5916353417944038,1230.3959474466997,229.12369999994556,uav0000305_00000_v
21,0.5389946875089527,1,baseline,0.09,0.7,896,1600,39,1.0,0.1282051282051282,1.0,0.0,0.0,0.5916353417944038,1258.8422056906093,285.13739600020926,uav0000305_00000_v
31,0.5521548510803155,1,baseline,0.09,0.7,896,1600,39,1.0,0.1282051282051282,1.0,0.0,0.0,0.5916353417944038,1225.970476927065,287.9095540001799,uav0000305_00000_v
41,0.5600509492231331,1,baseline,0.09,0.7,896,1600,39,1.0,0.1282051282051282,1.0,0.0,0.0,0.5916353417944038,1229.5908871306046,226.93499900015013,uav0000305_00000_v
51,0.5653150146516782,1,baseline,0.09,0.7,896,1600,39,1.0,0.1282051282051282,1.0,0.0,0.0,0.5916353417944038,1249.5749927137915,226.76395199960095,uav0000305_00000_v
61,0.5690750613863533,1,baseline,0.09,0.7,896,1600,38,1.0,0.1282051282051282,1.0,0.0,0.0,0.5916353417944038,1233.6938086256216,232.1274840005572,uav0000305_00000_v
71,0.591194399281944,1,baseline,0.09,0.7,896,1600,36,1.0,0.1142857142857142,1.0,0.0,0.0,0.5885487442071847,1250.7255461515913,228.2736940005634,uav0000305_00000_v
81,0.5896340002246933,1,baseline,0.09,0.7,896,1600,39,1.0,0.0789473684210526,1.0,0.0,0.0,0.5807125483936494,1244.4516179584052,289.6099210001921,uav0000305_00000_v
91,0.5890924918760583,1,baseline,0.09,0.7,896,1600,36,1.0,0.1111111111111111,1.0,0.0,0.0,0.5878447833539593,1247.5397984989772,281.65217000059783,uav0000305_00000_v
101,0.588455853682393,1,baseline,0.09,0.7,896,1600,37,1.0,0.1081081081081081,1.0,0.0,0.0,0.5871788744387462,1224.9038040857497,228.53921000023547,uav0000305_00000_v
111,0.5893963681826536,1,baseline,0.09,0.7,896,1600,38,1.0,0.1578947368421052,1.0,0.0,0.0,0.5982189432962284,1168.674213171306,233.87578200072312,uav0000305_00000_v
121,0.5916707032469203,1,baseline,0.09,0.7,896,1600,35,1.0,0.2,1.0,0.0,0.0,0.6075556872442704,1149.6305879813956,227.79401400021013,uav0000305_00000_v
131,0.5921348532600359,1,baseline,0.09,0.7,896,1600,35,1.0,0.1428571428571428,1.0,0.0,0.0,0.5948843918862132,1155.0736100557176,231.45382999973663,uav0000305_00000_v
141,0.5936514947893787,1,baseline,0.09,0.7,896,1600,36,1.0,0.1621621621621621,1.0,0.0,0.0,0.599165234912584,1157.6512585146595,277.82019899950683,uav0000305_00000_v
151,0.589140621584019,1,baseline,0.09,0.7,896,1600,26,0.9,0.074074074074074,0.9595442654673808,0.0,0.0,0.5491364359561314,803.2534183375146,281.6123319998951,uav0000305_00000_v
161,0.5825376560190106,1,baseline,0.09,0.7,896,1600,31,0.8333333333333334,0.0,1.0,0.0,0.0,0.5416240243989006,758.2881085791017,225.3872390001561,uav0000305_00000_v
171,0.5772969498348383,1,baseline,0.09,0.7,896,1600,23,0.8333333333333334,0.04,1.0,0.0,0.0,0.5504939311495405,834.6452703377847,233.04480900060295,uav0000305_00000_v
181,0.5722951227198158,1,baseline,0.09,0.7,896,1600,32,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,930.775988985026,225.8137930002704,uav0000305_00000_v
11,0.3415474317505644,1,baseline,0.09,0.7,896,1600,59,1.0,0.2727272727272727,0.586185966924083,0.0,0.0,0.444206107889914,583.5065219763952,298.09109899997566,uav0000339_00001_v
21,0.3924281415672262,1,baseline,0.09,0.7,896,1600,59,1.0,0.3220338983050847,0.6762219813298452,0.0,0.0,0.4941895612005499,596.1423748444355,236.9319159997758,uav0000339_00001_v
31,0.4215795970308837,1,baseline,0.09,0.7,896,1600,56,1.0,0.3103448275862069,0.7164246295533138,0.0,0.0,0.5090339634218561,618.3459431147252,229.3160099998204,uav0000339_00001_v
41,0.4395982888761377,1,baseline,0.09,0.7,896,1600,58,1.0,0.2542372881355932,0.751196000788375,0.0,0.0,0.5116730562571541,664.9046894930816,231.8044359999476,uav0000339_00001_v
51,0.4543414883090558,1,baseline,0.09,0.7,896,1600,61,1.0,0.2833333333333333,0.7740969522137213,0.0,0.0,0.5280574854736462,671.0754717243103,232.79184400053052,uav0000339_00001_v
61,0.4632846271413482,1,baseline,0.09,0.7,896,1600,56,1.0,0.2586206896551724,0.7611066814785615,0.0,0.0,0.516943460135103,637.4445563082498,230.7789540000158,uav0000339_00001_v
71,0.5013390029529468,1,baseline,0.09,0.7,896,1600,57,1.0,0.25,0.7385976778771209,0.0,0.0,0.5052693862924038,626.3358948110298,289.85498099973483,uav0000339_00001_v
81,0.508521983567738,1,baseline,0.09,0.7,896,1600,55,1.0,0.25,0.7137369873322463,0.0,0.0,0.4944869721934529,606.9072502440995,292.62168100012786,uav0000339_00001_v
91,0.5083228609037339,1,baseline,0.09,0.7,896,1600,54,1.0,0.2222222222222222,0.7240396158463385,0.0,0.0,0.4927957025525211,607.973911952595,230.8627920001527,uav0000339_00001_v
101,0.5011081702436068,1,baseline,0.09,0.7,896,1600,53,1.0,0.1346153846153846,0.6898281700739998,0.0,0.0,0.4585311288009665,593.4695713270215,231.15434200008167,uav0000339_00001_v
111,0.4963286210896234,1,baseline,0.09,0.7,896,1600,52,1.0,0.25,0.6762219813298452,0.0,0.0,0.4782162121792703,591.7532110105484,232.9620069995144,uav0000339_00001_v
121,0.4899055093677818,1,baseline,0.09,0.7,896,1600,52,1.0,0.2452830188679245,0.689884162620272,0.0,0.0,0.4830957034207546,588.589080056711,242.38468299972735,uav0000339_00001_v
131,0.4845457009235324,1,baseline,0.09,0.7,896,1600,52,1.0,0.2291666666666666,0.689660192435183,0.0,0.0,0.4794248010253575,595.4675995713804,304.7709729999042,uav0000339_00001_v
141,0.4825908728335542,1,baseline,0.09,0.7,896,1600,49,1.0,0.2727272727272727,0.6954274247012237,0.0,0.0,0.491585589662556,578.4186799485559,287.1395299998767,uav0000339_00001_v
151,0.4664359881751241,1,baseline,0.09,0.7,896,1600,51,1.0,0.2307692307692307,0.4628343874863377,0.0,0.0,0.3814027795844423,317.33912514638035,243.13629199969,uav0000339_00001_v
161,0.456164068844984,1,baseline,0.09,0.7,896,1600,53,1.0,0.2545454545454545,0.5417278851839242,0.0,0.0,0.4208922672415402,361.9914711069553,235.1201929996023,uav0000339_00001_v
171,0.4523211302387621,1,baseline,0.09,0.7,896,1600,49,1.0,0.24,0.5739235992904624,0.0,0.0,0.431630558557414,385.5427137270567,231.8629110004622,uav0000339_00001_v
181,0.4453886608918269,1,baseline,0.09,0.7,896,1600,43,1.0,0.2325581395348837,0.5732516887351955,0.0,0.0,0.4296889267507237,398.6740375040941,233.5352959999,uav0000339_00001_v
191,0.4403924943580559,1,baseline,0.09,0.7,896,1600,40,1.0,0.3076923076923077,0.5773391446130691,0.0,0.0,0.4481225376843578,385.9354219998544,280.6443279996529,uav0000339_00001_v
201,0.4345295751247602,1,baseline,0.09,0.7,896,1600,40,1.0,0.3076923076923077,0.5548861335579007,0.0,0.0,0.4383843663922873,346.7347189266571,283.3994510001503,uav0000339_00001_v
211,0.4275221821571732,1,baseline,0.09,0.7,896,1600,37,1.0,0.282051282051282,0.577563114798158,0.0,0.0,0.4425338388894474,370.0145825128671,236.8162960001428,uav0000339_00001_v
221,0.4352694024492033,1,baseline,0.09,0.7,896,1600,36,1.0,0.2162162162162162,0.5953127519664582,0.0,0.0,0.4356333216286533,379.2252890519095,231.4595140005622,uav0000339_00001_v
231,0.4357066880181062,1,baseline,0.09,0.7,896,1600,35,1.0,0.1714285714285714,0.5912812886348568,0.0,0.0,0.4239532662238598,382.9815782160655,1151.557662000414,uav0000339_00001_v
241,0.4374417829558174,1,baseline,0.09,0.7,896,1600,33,1.0,0.2424242424242424,0.6006880364085933,0.0,0.0,0.4437762231213929,387.84814484162246,225.59937499954685,uav0000339_00001_v
251,0.440124426925914,1,baseline,0.09,0.7,896,1600,35,1.0,0.25,0.607631112146351,0.0,0.0,0.4484674345413992,401.41522520033993,276.76116400016326,uav0000339_00001_v
261,0.4389692610838307,1,baseline,0.09,0.7,896,1600,34,1.0,0.2424242424242424,0.5920651842826683,0.0,0.0,0.4400363767897748,381.69263434732346,272.98434199929034,uav0000339_00001_v
271,0.4368427065841843,1,baseline,0.09,0.7,896,1600,35,1.0,0.2424242424242424,0.5539342602712727,0.0,0.0,0.4234984848947624,351.7770147990139,225.35666000021592,uav0000339_00001_v
