frame,sci,sci_updated,tier,confidence,nms,input_h,input_w,tracked_boxes,crowd,tiny,edge_norm,night,blur,sci_raw,laplacian_variance,frame_wall_ms,sequence
461,0.6611894927311524,1,baseline,0.09,0.7,896,1600,71,1.0,0.4571428571428571,1.0,0.0,0.0,0.6645765163555273,1996.948250351702,242.89371400027449,uav0000086_00000_v
11,0.4414685941978084,1,baseline,0.09,0.7,896,1600,72,1.0,0.0,0.8495754322671476,1.0,0.0,0.5515226590719264,562.1436211071242,260.47662599967225,uav0000117_02622_v
21,0.4605303172535755,1,baseline,0.09,0.7,896,1600,50,1.0,0.0,0.7276771965330634,1.0,0.0,0.4986537633651097,329.3128283218143,248.7225889999536,uav0000117_02622_v
31,0.479086339355818,1,baseline,0.09,0.7,896,1600,62,1.0,0.0,0.8109133705838355,1.0,0.0,0.5347544056625457,567.2676002776903,348.1278099998235,uav0000117_02622_v
41,0.4750569672795487,1,baseline,0.09,0.7,896,1600,57,1.0,0.0,0.6361091557041665,1.0,0.0,0.4589394789744714,290.8695258601577,258.5452579996854,uav0000117_02622_v
51,0.4780873499548024,1,baseline,0.09,0.7,896,1600,67,1.0,0.0,0.7151931453209555,1.0,0.0,0.4932392633310707,496.450436454147,255.5513819997941,uav0000117_02622_v
61,0.4812213396313896,1,baseline,0.09,0.7,896,1600,69,1.0,0.0,0.7308394562013286,1.0,0.0,0.5000252776909127,526.2546833382526,253.7390749998849,uav0000117_02622_v
71,0.5053631092222669,1,baseline,0.09,0.7,896,1600,77,1.0,0.0,0.7317193893264111,1.0,0.0,0.5004069164598317,582.316620253392,262.7298070001416,uav0000117_02622_v
81,0.4941303217067166,1,baseline,0.09,0.7,896,1600,64,1.0,0.0,0.6682817105899952,1.0,0.0,0.4728931464630742,402.57048289955696,309.22294199990574,uav0000117_02622_v
91,0.4905660882041333,1,baseline,0.09,0.7,896,1600,61,1.0,0.0,0.6701515684807954,1.0,0.0,0.473704128847027,491.6216221488571,313.35726099996464,uav0000117_02622_v
101,0.4747502279725463,1,baseline,0.09,0.7,896,1600,56,1.0,0.0,0.5556502705794358,1.0,0.0,0.4240433840414361,289.92609217383705,263.0323519997546,uav0000117_02622_v
111,0.4705607202369572,1,baseline,0.09,0.7,896,1600,57,1.0,0.0,0.5684917946236085,1.0,0.0,0.4296129248253484,420.4793925118857,250.00090499997896,uav0000117_02622_v
121,0.4649945869420531,1,baseline,0.09,0.7,896,1600,59,1.0,0.0,0.6253574728320647,1.0,0.0,0.4542763302667418,499.0932153100218,257.9830499998934,uav0000117_02622_v
131,0.457637628016984,1,baseline,0.09,0.7,896,1600,60,1.0,0.0166666666666666,0.6035791279862729,1.0,0.0,0.4485265652154287,459.2432090305055,262.1804689997589,uav0000117_02622_v
141,0.449537209468709,1,baseline,0.09,0.7,896,1600,65,1.0,0.015625,0.5929924325751242,1.0,0.0,0.4437039866219069,421.5471518063386,343.66010800022195,uav0000117_02622_v
151,0.4403645869186174,1,baseline,0.09,0.7,896,1600,57,1.0,0.0175438596491228,0.5112686435830877,1.0,0.0,0.4086847886124325,372.30557876691984,327.7717470000425,uav0000117_02622_v
161,0.4291437664713901,1,baseline,0.09,0.7,896,1600,61,1.0,0.0298507462686567,0.4737889920366052,1.0,0.0,0.3951583857164361,262.23497278681003,250.74117199983448,uav0000117_02622_v
171,0.4338457308545317,1,baseline,0.09,0.7,896,1600,77,1.0,0.0405405405405405,0.6108110783580448,1.0,0.0,0.4569571347234272,444.7953014362408,277.3317430001043,uav0000117_02622_v
181,0.4351246725080543,1,baseline,0.09,0.7,896,1600,74,1.0,0.05,0.5635696687051783,1.0,0.0,0.4385655164000074,384.3341214139953,259.6014880000439,uav0000117_02622_v
191,0.4342588485349546,1,baseline,0.09,0.7,896,1600,74,1.0,0.0547945205479452,0.5833681640195345,1.0,0.0,0.4482155624550435,444.4211848565808,282.2120860000723,uav0000117_02622_v
201,0.4266889215468726,1,baseline,0.09,0.7,896,1600,49,1.0,0.0333333333333333,0.4728815610013638,1.0,0.0,0.3955370762988549,280.6105057850272,322.2123099999408,uav0000117_02622_v
211,0.4279125915388287,1,baseline,0.09,0.7,896,1600,77,1.0,0.0595238095238095,0.5902976373795591,1.0,0.0,0.4522696765655997,393.0277755909004,264.4349189999957,uav0000117_02622_v
221,0.4358724679988447,1,baseline,0.09,0.7,896,1600,81,1.0,0.0493827160493827,0.6234601170311056,1.0,0.0,0.4644039238325441,465.5989065715103,268.9076360002218,uav0000117_02622_v
231,0.4440971397227229,1,baseline,0.09,0.7,896,1600,75,1.0,0.050632911392405,0.5959072110519601,1.0,0.0,0.4527310877835838,435.9671825074884,261.4141330000166,uav0000117_02622_v
241,0.4455365435298579,1,baseline,0.09,0.7,896,1600,78,1.0,0.0897435897435897,0.6088862246469269,1.0,0.0,0.4670329613733717,431.7190560432037,256.4175699999396,uav0000117_02622_v
251,0.4539440617572291,1,baseline,0.09,0.7,896,1600,89,1.0,0.0786516853932584,0.6846154692243389,1.0,0.0,0.4974181439916057,485.60355909054,325.62604399981865,uav0000117_02622_v
261,0.4587122803582842,1,baseline,0.09,0.7,896,1600,92,1.0,0.0674157303370786,0.6538728056667692,1.0,0.0,0.481593092662429,489.6010132949235,340.2792439997029,uav0000117_02622_v
271,0.4695686865808212,1,baseline,0.09,0.7,896,1600,89,1.0,0.034090909090909,0.6477132737911918,1.0,0.0,0.4715319198566141,505.40018116453984,338.1262020002396,uav0000117_02622_v
281,0.4711928010682848,1,baseline,0.09,0.7,896,1600,86,1.0,0.0581395348837209,0.6172180914250517,1.0,0.0,0.4636384779778452,483.8635814163087,259.50614900011715,uav0000117_02622_v
291,0.4701614848262602,1,baseline,0.09,0.7,896,1600,88,1.0,0.0459770114942528,0.6085562497250209,1.0,0.0,0.457184710138372,462.8369764148779,258.26038400009566,uav0000117_02622_v
301,0.4718324980235047,1,baseline,0.09,0.7,896,1600,93,1.0,0.1011235955056179,0.5970621232786307,1.0,0.0,0.4644281801642954,457.9130393341544,330.32535900019866,uav0000117_02622_v
311,0.4760787521169721,1,baseline,0.09,0.7,896,1600,98,1.0,0.1649484536082474,0.6389689383606845,1.0,0.0,0.4967567400276437,470.7558136757822,347.7251630001774,uav0000117_02622_v
321,0.4752631982877788,1,baseline,0.09,0.7,896,1600,107,1.0,0.1376146788990825,0.6413062607241848,1.0,0.0,0.4917092671872526,468.9661567471955,267.163315000289,uav0000117_02622_v
331,0.4769647365587982,1,baseline,0.09,0.7,896,1600,102,1.0,0.1428571428571428,0.6427636499626028,1.0,0.0,0.4935038605595645,471.9583683670739,280.5071279999538,uav0000117_02622_v
341,0.4804342463957432,1,baseline,0.09,0.7,896,1600,102,1.0,0.1523809523809524,0.6432311144353028,1.0,0.0,0.4958184887152289,469.2965891582755,257.90818400037097,uav0000117_02622_v
11,0.4984597662145605,1,baseline,0.09,0.7,896,1600,121,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1456.4368802275662,265.8587570003874,uav0000137_00458_v
21,0.5200418953067305,1,baseline,0.09,0.7,896,1600,117,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1435.5380602543948,255.98927000010008,uav0000137_00458_v
31,0.5308329598528155,1,baseline,0.09,0.7,896,1600,115,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1407.3433651690125,260.86656600000424,uav0000137_00458_v
41,0.5373075985804665,1,baseline,0.09,0.7,896,1600,111,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1404.048162310007,333.2030599999598,uav0000137_00458_v
51,0.5416240243989006,1,baseline,0.09,0.7,896,1600,112,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1386.3406620725784,337.561265000204,uav0000137_00458_v
61,0.544707185697782,1,baseline,0.09,0.7,896,1600,111,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1387.4511384621962,262.29122500035373,uav0000137_00458_v
71,0.5632061534910705,1,baseline,0.09,0.7,896,1600,108,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1356.5207477287524,267.87894900007814,uav0000137_00458_v
81,0.5632061534910705,1,baseline,0.09,0.7,896,1600,112,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1363.8520995596075,263.03411100025187,uav0000137_00458_v
91,0.5632061534910705,1,baseline,0.09,0.7,896,1600,113,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1367.0665035620468,293.857879999905,uav0000137_00458_v
101,0.5632061534910705,1,baseline,0.09,0.7,896,1600,112,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1351.0521266004814,338.101621000078,uav0000137_00458_v
111,0.5632061534910705,1,baseline,0.09,0.7,896,1600,116,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1340.9562965101395,266.48815699991246,uav0000137_00458_v
121,0.5632061534910705,1,baseline,0.09,0.7,896,1600,114,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1347.5788491360445,262.377712000216,uav0000137_00458_v
131,0.5632061534910705,1,baseline,0.09,0.7,896,1600,112,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1386.189662587233,259.818064999763,uav0000137_00458_v
141,0.5632061534910705,1,baseline,0.09,0.7,896,1600,112,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1408.3933047699509,259.265730000152,uav0000137_00458_v
151,0.5632061534910705,1,baseline,0.09,0.7,896,1600,109,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1328.1751188120231,339.00743699996383,uav0000137_00458_v
161,0.5632061534910705,1,baseline,0.09,0.7,896,1600,107,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1417.7923595207697,325.2156940002351,uav0000137_00458_v
171,0.5606794426126978,1,baseline,0.09,0.7,896,1600,105,1.0,0.0,0.9592196667026596,0.0,0.0,0.5455191773424611,1197.3113475715672,252.8139200003352,uav0000137_00458_v
181,0.5502306261766512,1,baseline,0.09,0.7,896,1600,107,1.0,0.0,0.8313593294460639,0.0,0.0,0.4900644384387443,1268.5422518881028,260.1909780000824,uav0000137_00458_v
191,0.5502306261766512,1,baseline,0.09,0.7,896,1600,101,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1220.2382998623248,263.4870320007394,uav0000137_00458_v
201,0.546539456548363,1,baseline,0.09,0.7,896,1600,104,1.0,0.02,0.930200122376993,0.0,0.0,0.5373679660930537,706.2657765027055,273.9039699999921,uav0000137_00458_v
211,0.5414237311860001,1,baseline,0.09,0.7,896,1600,85,1.0,0.0,0.9174337724507792,0.0,0.0,0.5273960759545301,675.6049078602681,327.6729420003903,uav0000137_00458_v
221,0.5417964163435901,1,baseline,0.09,0.7,896,1600,86,1.0,0.0117647058823529,1.0,0.0,0.0,0.5658149495942,1417.4999488221065,262.6585630005138,uav0000137_00458_v
231,0.5417964163435901,1,baseline,0.09,0.7,896,1600,95,1.0,0.0,1.0,0.0,0.0,0.5632061534910705,1370.582373030224,266.7526880004516,uav0000137_00458_v
11,0.5649840668443603,1,baseline,0.09,0.7,896,1600,29,1.0,0.6,1.0,0.0,0.0,0.6962547547506701,2337.534535193891,289.229566999893,uav0000182_00000_v
21,0.610588860052847,1,baseline,0.09,0.7,896,1600,31,1.0,0.625,1.0,0.0,0.0,0.7017984464698201,2801.8049334381385,240.579008000168,uav0000182_00000_v
31,0.6320053337273027,1,baseline,0.09,0.7,896,1600,31,1.0,0.6,1.0,0.0,0.0,0.6962547547506701,2845.0045106219927,222.24847199959183,uav0000182_00000_v
41,0.6451240029850259,1,baseline,0.09,0.7,896,1600,34,1.0,0.6060606060606061,1.0,0.0,0.0,0.6975986800159186,2824.9927101976155,213.46799099956115,uav0000182_00000_v
51,0.6568796151154709,1,baseline,0.09,0.7,896,1600,32,1.0,0.6875,1.0,0.0,0.0,0.7156576757676951,2822.219970478636,231.0320850001517,uav0000182_00000_v
61,0.6652764809229315,1,baseline,0.09,0.7,896,1600,32,1.0,0.6875,1.0,0.0,0.0,0.7156576757676951,2813.034323868293,220.6321889998435,uav0000182_00000_v
71,0.7066541764460454,1,baseline,0.09,0.7,896,1600,37,1.0,0.7222222222222222,1.0,0.0,0.0,0.7233572475998478,2768.547757755669,284.97731300012674,uav0000182_00000_v
81,0.7107637857513611,1,baseline,0.09,0.7,896,1600,37,1.0,0.7297297297297297,1.0,0.0,0.0,0.7250220198878807,2827.335781013794,286.96723299981386,uav0000182_00000_v
91,0.7127436756510575,1,baseline,0.09,0.7,896,1600,32,1.0,0.6875,1.0,0.0,0.0,0.7156576757676951,2902.1650116910955,230.9756180002296,uav0000182_00000_v
101,0.7183753624768607,1,baseline,0.09,0.7,896,1600,36,1.0,0.7777777777777778,1.0,0.0,0.0,0.7356765625312922,2888.219029905463,221.2414629993873,uav0000182_00000_v
111,0.7211075182358824,1,baseline,0.09,0.7,896,1600,39,1.0,0.6923076923076923,1.0,0.0,0.0,0.7167237703290701,2972.0440030121563,223.93623600055437,uav0000182_00000_v
121,0.7230874081355788,1,baseline,0.09,0.7,896,1600,39,1.0,0.75,1.0,0.0,0.0,0.72951690506557,2970.034513507492,226.0914929993305,uav0000182_00000_v
131,0.7229832034040157,1,baseline,0.09,0.7,896,1600,38,1.0,0.6842105263157895,1.0,0.0,0.0,0.7149282426467543,3016.167787884449,270.00528600001417,uav0000182_00000_v
141,0.7234463355442956,1,baseline,0.09,0.7,896,1600,39,1.0,0.7368421052631579,1.0,0.0,0.0,0.7265991725818068,3013.015805633452,285.1415779996387,uav0000182_00000_v
151,0.7232965060383726,1,baseline,0.09,0.7,896,1600,41,1.0,0.725,1.0,0.0,0.0,0.7239732133464201,2964.3060570304747,219.0205569995669,uav0000182_00000_v
161,0.7245564359745431,1,baseline,0.09,0.7,896,1600,45,1.0,0.7272727272727273,1.0,0.0,0.0,0.7244771853208882,2895.9538682082434,238.6729110003216,uav0000182_00000_v
171,0.7207966450539074,1,baseline,0.09,0.7,896,1600,45,1.0,0.6590909090909091,1.0,0.0,0.0,0.7093580260868428,2924.002982018746,229.40267700050757,uav0000182_00000_v
181,0.7181479629138454,1,baseline,0.09,0.7,896,1600,47,1.0,0.6086956521739131,1.0,0.0,0.0,0.6981829953486354,2978.6180035452444,222.89944400017703,uav0000182_00000_v
191,0.7143348416255411,1,baseline,0.09,0.7,896,1600,52,1.0,0.6296296296296297,1.0,0.0,0.0,0.7028250560474405,3087.8582037288797,224.8288170003434,uav0000182_00000_v
201,0.71224316846835,1,baseline,0.09,0.7,896,1600,56,1.0,0.6181818181818182,1.0,0.0,0.0,0.7002865305464155,3058.177281146343,288.09404599996924,uav0000182_00000_v
211,0.7080174869401412,1,baseline,0.09,0.7,896,1600,59,1.0,0.603448275862069,1.0,0.0,0.0,0.6970194018843459,2982.379403652024,226.46495800017877,uav0000182_00000_v
221,0.702544716650234,1,baseline,0.09,0.7,896,1600,67,1.0,0.5522388059701493,1.0,0.0,0.0,0.6856638213170702,3001.8658276995907,229.89105400029075,uav0000182_00000_v
231,0.6957732013176114,1,baseline,0.09,0.7,896,1600,79,1.0,0.5135135135135135,1.0,0.0,0.0,0.6770765779925296,2779.89430864676,253.02831800036077,uav0000182_00000_v
241,0.6893646688027691,1,baseline,0.09,0.7,896,1600,81,1.0,0.4567901234567901,1.0,0.0,0.0,0.6644982984829467,2844.726545728599,236.69380799947248,uav0000182_00000_v
251,0.6809195549056658,1,baseline,0.09,0.7,896,1600,74,1.0,0.3421052631578947,1.0,0.0,0.0,0.6390671980689124,2466.7445398112377,227.5223900005585,uav0000182_00000_v
261,0.6700869152921062,1,baseline,0.09,0.7,896,1600,77,1.0,0.2876712328767123,1.0,0.0,0.0,0.6269965787525223,3110.4064048873,300.63043700010894,uav0000182_00000_v
271,0.6618455958083865,1,baseline,0.09,0.7,896,1600,82,1.0,0.3580246913580246,1.0,0.0,0.0,0.6425972941603789,3034.5186388044367,234.1628699996363,uav0000182_00000_v
281,0.6554007128245473,1,baseline,0.09,0.7,896,1600,85,1.0,0.4,1.0,0.0,0.0,0.6519052209974703,2978.5367552685807,230.74344999986351,uav0000182_00000_v
291,0.6501820776560937,1,baseline,0.09,0.7,896,1600,79,1.0,0.3875,1.0,0.0,0.0,0.6491333751378953,3020.237874332949,230.558254999778,uav0000182_00000_v
301,0.6448653763171691,1,baseline,0.09,0.7,896,1600,80,1.0,0.345679012345679,1.0,0.0,0.0,0.6398596686200579,2993.0219960155423,233.8536170000225,uav0000182_00000_v
311,0.6409544826881391,1,baseline,0.09,0.7,896,1600,76,1.0,0.3333333333333333,1.0,0.0,0.0,0.637122043079737,2928.5642295376942,230.08022100020756,uav0000182_00000_v
321,0.637209333529876,1,baseline,0.09,0.7,896,1600,63,1.0,0.2238805970149253,1.0,0.0,0.0,0.6128511539610704,2475.3341887952743,285.7960010005627,uav0000182_00000_v
331,0.6353560119342697,1,baseline,0.09,0.7,896,1600,46,1.0,0.2291666666666666,1.0,0.0,0.0,0.6140233275832787,1924.2701838086184,222.980223000377,uav0000182_00000_v
341,0.6335178919286257,1,baseline,0.09,0.7,896,1600,28,1.0,0.3,1.0,0.0,0.0,0.6297304541208704,1588.7198807249238,219.69912799977465,uav0000182_00000_v
351,0.6318902692014664,1,baseline,0.09,0.7,896,1600,22,0.7,0.5238095238095238,1.0,0.0,0.0,0.6405118619073547,1527.844311982641,221.8612910000957,uav0000182_00000_v
361,0.6383539104612501,1,baseline,0.09,0.7,896,1600,24,0.8,0.7083333333333334,1.0,0.0,0.0,0.6943788639563827,2026.131642614036,227.36197099948183,uav0000182_00000_v
11,0.4648383115096615,1,baseline,0.09,0.7,896,1600,8,0.2666666666666666,0.125,1.0,0.0,0.0,0.4959632440812724,2040.6875257788051,65497.038611999415,uav0000268_05773_v
21,0.4752132890335318,1,baseline,0.09,0.7,896,1600,10,0.2666666666666666,0.125,1.0,0.0,0.0,0.4959632440812724,1985.182743557869,275.43284300008963,uav0000268_05773_v
31,0.4807099270668602,1,baseline,0.09,0.7,896,1600,10,0.3,0.1111111111111111,1.0,0.0,0.0,0.4971998411668453,2039.9968879993964,272.8807779994895,uav0000268_05773_v
41,0.4843784224532863,1,baseline,0.09,0.7,896,1600,10,0.3333333333333333,0.1,1.0,0.0,0.0,0.4990524039989905,1981.0340732476795,276.5653050000765,uav0000268_05773_v
51,0.4872075090309972,1,baseline,0.09,0.7,896,1600,11,0.3666666666666666,0.0909090909090909,1.0,0.0,0.0,0.5013529419195517,2030.111965618031,292.9887989994313,uav0000268_05773_v
61,0.4892282851579336,1,baseline,0.09,0.7,896,1600,12,0.3666666666666666,0.0909090909090909,1.0,0.0,0.0,0.5013529419195517,2001.8775346146044,372.2721760004788,uav0000268_05773_v
71,0.4988910798695766,1,baseline,0.09,0.7,896,1600,11,0.3666666666666666,0.0909090909090909,1.0,0.0,0.0,0.5013529419195517,2048.488202570674,319.81821800036414,uav0000268_05773_v
81,0.4993323884292505,1,baseline,0.09,0.7,896,1600,10,0.3333333333333333,0.1,1.0,0.0,0.0,0.4990524039989905,2026.696485119084,297.57731100016827,uav0000268_05773_v
91,0.4997736969889246,1,baseline,0.09,0.7,896,1600,10,0.3333333333333333,0.1,1.0,0.0,0.0,0.4990524039989905,2036.0084040455524,296.5627489993494,uav0000268_05773_v
101,0.5000383488220882,1,baseline,0.09,0.7,896,1600,10,0.3333333333333333,0.1,1.0,0.0,0.0,0.4990524039989905,2008.8617980113272,303.0038340002648,uav0000268_05773_v
