frame,sci,sci_updated,tier,confidence,nms,input_h,input_w,tracked_boxes,crowd,tiny,edge_norm,night,blur,sci_raw,laplacian_variance,frame_wall_ms
1,0.43371337893805056,1,easy,0.15,0.7,704,1280,21,0.0,0.0,1.0,0.0,0.0,0.43371337893805056,1267.7208960390244,168.92938999990292
2,0.43371337893805056,0,easy,0.15,0.7,704,1280,21,,,,,,,,160.94336899914197
3,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,159.44867600046564
4,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,158.23840700068104
5,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,158.697825998388
6,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,169.2750439997326
7,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,161.84109899950272
8,0.43371337893805056,0,easy,0.15,0.7,704,1280,23,,,,,,,,250.5212189989834
9,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,2192.9444930010504
10,0.43371337893805056,0,easy,0.15,0.7,704,1280,22,,,,,,,,178.98181499913335
11,0.4912735024301882,1,easy,0.15,0.7,704,1280,22,0.7333333333333333,0.09090909090909091,1.0,0.0,0.0,0.5488336259223258,1292.886713156557,181.45305799953348
12,0.4912735024301882,0,easy,0.15,0.7,704,1280,22,,,,,,,,188.77437699848088
13,0.4912735024301882,0,easy,0.15,0.7,704,1280,23,,,,,,,,180.41506500048854
14,0.4912735024301882,0,easy,0.15,0.7,704,1280,22,,,,,,,,173.2211840007949
15,0.4912735024301882,0,easy,0.15,0.7,704,1280,22,,,,,,,,172.64533800153004
16,0.4912735024301882,0,easy,0.15,0.7,704,1280,22,,,,,,,,170.8835249992262
17,0.4912735024301882,0,easy,0.15,0.7,704,1280,23,,,,,,,,171.56375300146465
18,0.4912735024301882,0,easy,0.15,0.7,704,1280,22,,,,,,,,163.07810000034806
19,0.4912735024301882,0,easy,0.15,0.7,704,1280,22,,,,,,,,162.97512099845335
20,0.4912735024301882,0,easy,0.15,0.7,704,1280,24,,,,,,,,159.43610499925853
21,0.515857687345531,1,easy,0.15,0.7,704,1280,23,0.8,0.125,1.0,0.0,0.0,0.5650260571762165,1326.1827355084301,172.32806999891181
22,0.515857687345531,0,easy,0.15,0.7,704,1280,24,,,,,,,,160.73344799951883
23,0.515857687345531,0,easy,0.15,0.7,704,1280,23,,,,,,,,157.82306700020854
24,0.515857687345531,0,easy,0.15,0.7,704,1280,23,,,,,,,,178.08804000014788
25,0.515857687345531,0,easy,0.15,0.7,704,1280,23,,,,,,,,156.0733940004866
