frame,sci,sci_updated,tier,confidence,nms,input_h,input_w,tracked_boxes,crowd,tiny,edge_norm,night,blur,sci_raw,laplacian_variance,frame_wall_ms
1,0.43371337893805056,1,easy,0.15,0.7,704,1280,14,0.0,0.0,1.0,0.0,0.0,0.43371337893805056,1658.9457879100264,171.94312900028308
2,0.43371337893805056,0,easy,0.15,0.7,704,1280,17,,,,,,,,171.16951800016977
3,0.43371337893805056,0,easy,0.15,0.7,704,1280,17,,,,,,,,166.22801199991954
4,0.43371337893805056,0,easy,0.15,0.7,704,1280,18,,,,,,,,157.20480999880238
5,0.43371337893805056,0,easy,0.15,0.7,704,1280,18,,,,,,,,269.7039300001052
6,0.43371337893805056,0,easy,0.15,0.7,704,1280,17,,,,,,,,1176.1079400002927
7,0.43371337893805056,0,easy,0.15,0.7,704,1280,17,,,,,,,,173.70147400106362
8,0.43371337893805056,0,easy,0.15,0.7,704,1280,19,,,,,,,,168.71988700040674
9,0.43371337893805056,0,easy,0.15,0.7,704,1280,18,,,,,,,,171.4736609992542
10,0.43371337893805056,0,easy,0.15,0.7,704,1280,18,,,,,,,,163.78858600000967
11,0.4910401837011231,1,easy,0.15,0.7,704,1280,18,0.6,0.16666666666666666,1.0,0.0,0.0,0.5483669884641957,1643.9244501688277,184.77311700007704
12,0.4910401837011231,0,easy,0.15,0.7,704,1280,18,,,,,,,,176.46658299963747
13,0.4910401837011231,0,easy,0.15,0.7,704,1280,18,,,,,,,,169.18469600022945
14,0.4910401837011231,0,easy,0.15,0.7,704,1280,16,,,,,,,,161.54048099997453
15,0.4910401837011231,0,easy,0.15,0.7,704,1280,18,,,,,,,,158.48515099969518
16,0.4910401837011231,0,easy,0.15,0.7,704,1280,18,,,,,,,,158.74058800000057
17,0.4910401837011231,0,easy,0.15,0.7,704,1280,18,,,,,,,,164.4565259994124
18,0.4910401837011231,0,easy,0.15,0.7,704,1280,19,,,,,,,,174.79736499990395
19,0.4910401837011231,0,easy,0.15,0.7,704,1280,18,,,,,,,,161.29835799983994
20,0.4910401837011231,0,easy,0.15,0.7,704,1280,15,,,,,,,,165.34988999956113
21,0.5082965557900022,1,easy,0.15,0.7,704,1280,17,0.5,0.2,1.0,0.0,0.0,0.5428092999677604,1697.6668989668888,167.27400399940962
22,0.5082965557900022,0,easy,0.15,0.7,704,1280,18,,,,,,,,161.70338699885178
23,0.5082965557900022,0,easy,0.15,0.7,704,1280,18,,,,,,,,167.96031500052777
24,0.5082965557900022,0,easy,0.15,0.7,704,1280,18,,,,,,,,166.36653099885734
25,0.5082965557900022,0,easy,0.15,0.7,704,1280,18,,,,,,,,159.48869099884178
26,0.5082965557900022,0,easy,0.15,0.7,704,1280,18,,,,,,,,160.47530499963614
27,0.5082965557900022,0,easy,0.15,0.7,704,1280,18,,,,,,,,159.04776199931803
28,0.5082965557900022,0,easy,0.15,0.7,704,1280,17,,,,,,,,157.63260799940326
29,0.5082965557900022,0,easy,0.15,0.7,704,1280,16,,,,,,,,158.07727399987925
30,0.5082965557900022,0,easy,0.15,0.7,704,1280,16,,,,,,,,163.33780700006173
31,0.5207756941486252,1,medium,0.12,0.65,800,1440,19,0.5333333333333333,0.25,1.0,0.0,0.0,0.5582131092244944,1609.8659422798562,285.29793299821904
32,0.5207756941486252,0,medium,0.12,0.65,800,1440,18,,,,,,,,278.04670200021064
33,0.5207756941486252,0,medium,0.12,0.65,800,1440,19,,,,,,,,285.97059400090075
34,0.5207756941486252,0,medium,0.12,0.65,800,1440,17,,,,,,,,274.9319630001992
35,0.5207756941486252,0,medium,0.12,0.65,800,1440,16,,,,,,,,277.5192760000209
36,0.5207756941486252,0,medium,0.12,0.65,800,1440,16,,,,,,,,277.46610599933774
37,0.5207756941486252,0,medium,0.12,0.65,800,1440,18,,,,,,,,282.3473049993481
38,0.5207756941486252,0,medium,0.12,0.65,800,1440,19,,,,,,,,280.5020220002916
39,0.5207756941486252,0,medium,0.12,0.65,800,1440,18,,,,,,,,288.1005859999277
40,0.5207756941486252,0,medium,0.12,0.65,800,1440,18,,,,,,,,273.8330619995395
41,0.5312216789843172,1,medium,0.12,0.65,800,1440,18,0.6,0.2777777777777778,1.0,0.0,0.0,0.5730056183270846,1624.2758979270056,275.04947499983246
42,0.5312216789843172,0,medium,0.12,0.65,800,1440,18,,,,,,,,289.2599009992409
43,0.5312216789843172,0,medium,0.12,0.65,800,1440,17,,,,,,,,266.53234900004463
44,0.5312216789843172,0,medium,0.12,0.65,800,1440,16,,,,,,,,261.3086029996339
45,0.5312216789843172,0,medium,0.12,0.65,800,1440,17,,,,,,,,285.8255690007354
46,0.5312216789843172,0,medium,0.12,0.65,800,1440,17,,,,,,,,227.3190550004074
